id,username,gender,avgsales,repeated,tenure
10607,John Smith,male,300,FALSE,51.6
10608,Susan Sanderson,female,200,FALSE,15.6
10609,Bree Landy,female,NA,FALSE,1.2
10610,James Cutney,male,200,TRUE,38.4
10611,John Smith,male,300,FALSE,51.6
10612,Susan Sanderson,female,200,FALSE,15.6
10613,Bree Landy,female,NA,FALSE,1.2
10614,James Cutney,male,200,TRUE,38.4
10615,John Smith,male,300,FALSE,51.6
10616,Susan Sanderson,female,200,FALSE,15.6
10617,Bree Landy,female,NA,FALSE,1.2
10618,James Cutney,male,200,TRUE,38.4
10619,John Smith,male,300,FALSE,51.6
10620,Susan Sanderson,female,200,FALSE,15.6
10621,Bree Landy,female,NA,FALSE,1.2
10622,James Cutney,male,200,TRUE,38.4
10623,John Smith,male,300,FALSE,51.6
10624,Susan Sanderson,female,200,FALSE,15.6
10625,Bree Landy,female,NA,FALSE,1.2
10626,James Cutney,male,200,TRUE,38.4
10627,John Smith,male,300,FALSE,51.6
10628,Susan Sanderson,female,200,FALSE,15.6
10629,Bree Landy,female,NA,FALSE,1.2
10630,James Cutney,male,200,TRUE,38.4
10631,John Smith,male,300,FALSE,51.6
10632,Susan Sanderson,female,200,FALSE,15.6
10633,Bree Landy,female,NA,FALSE,1.2
10634,James Cutney,male,200,TRUE,38.4
10635,John Smith,male,300,FALSE,51.6
10636,Susan Sanderson,female,200,FALSE,15.6
10637,Bree Landy,female,NA,FALSE,1.2
10638,James Cutney,male,200,TRUE,38.4
10639,John Smith,male,300,FALSE,51.6
10640,Susan Sanderson,female,200,FALSE,15.6
10641,Bree Landy,female,NA,FALSE,1.2
10642,James Cutney,male,200,TRUE,38.4
10643,John Smith,male,300,FALSE,51.6
10644,Susan Sanderson,female,200,FALSE,15.6
10645,Bree Landy,female,NA,FALSE,1.2
10646,James Cutney,male,200,TRUE,38.4
10647,John Smith,male,300,FALSE,51.6
10648,Susan Sanderson,female,200,FALSE,15.6
10649,Bree Landy,female,NA,FALSE,1.2
10650,James Cutney,male,200,TRUE,38.4
10651,John Smith,male,300,FALSE,51.6
10652,Susan Sanderson,female,200,FALSE,15.6
10653,Bree Landy,female,NA,FALSE,1.2
10654,James Cutney,male,200,TRUE,38.4
10655,John Smith,male,300,FALSE,51.6
10656,Susan Sanderson,female,200,FALSE,15.6
10657,Bree Landy,female,NA,FALSE,1.2
10658,James Cutney,male,200,TRUE,38.4
10659,John Smith,male,300,FALSE,51.6
10660,Susan Sanderson,female,200,FALSE,15.6
10661,Bree Landy,female,NA,FALSE,1.2
10662,James Cutney,male,200,TRUE,38.4
10663,John Smith,male,300,FALSE,51.6
10664,Susan Sanderson,female,200,FALSE,15.6
10665,Bree Landy,female,NA,FALSE,1.2
10666,James Cutney,male,200,TRUE,38.4
10667,John Smith,male,300,FALSE,51.6
10668,Susan Sanderson,female,200,FALSE,15.6
10669,Bree Landy,female,NA,FALSE,1.2
10670,James Cutney,male,200,TRUE,38.4
10671,John Smith,male,300,FALSE,51.6
10672,Susan Sanderson,female,200,FALSE,15.6
10673,Bree Landy,female,NA,FALSE,1.2
10674,James Cutney,male,200,TRUE,38.4
10675,John Smith,male,300,FALSE,51.6
10676,Susan Sanderson,female,200,FALSE,15.6
10677,Bree Landy,female,NA,FALSE,1.2
10678,James Cutney,male,200,TRUE,38.4
10679,John Smith,male,300,FALSE,51.6
10680,Susan Sanderson,female,200,FALSE,15.6
10681,Bree Landy,female,NA,FALSE,1.2
10682,James Cutney,male,200,TRUE,38.4
10683,John Smith,male,300,FALSE,51.6
10684,Susan Sanderson,female,200,FALSE,15.6
10685,Bree Landy,female,NA,FALSE,1.2
10686,James Cutney,male,200,TRUE,38.4
10687,John Smith,male,300,FALSE,51.6
10688,Susan Sanderson,female,200,FALSE,15.6
10689,Bree Landy,female,NA,FALSE,1.2
10690,James Cutney,male,200,TRUE,38.4
10691,John Smith,male,300,FALSE,51.6
10692,Susan Sanderson,female,200,FALSE,15.6
10693,Bree Landy,female,NA,FALSE,1.2
10694,James Cutney,male,200,TRUE,38.4
10695,John Smith,male,300,FALSE,51.6
10696,Susan Sanderson,female,200,FALSE,15.6
10697,Bree Landy,female,NA,FALSE,1.2
10698,James Cutney,male,200,TRUE,38.4
10699,John Smith,male,300,FALSE,51.6
10700,Susan Sanderson,female,200,FALSE,15.6
10701,Bree Landy,female,NA,FALSE,1.2
10702,James Cutney,male,200,TRUE,38.4
10703,John Smith,male,300,FALSE,51.6
10704,Susan Sanderson,female,200,FALSE,15.6
10705,Bree Landy,female,NA,FALSE,1.2
10706,James Cutney,male,200,TRUE,38.4
10707,John Smith,male,300,FALSE,51.6
10708,Susan Sanderson,female,200,FALSE,15.6
10709,Bree Landy,female,NA,FALSE,1.2
10710,James Cutney,male,200,TRUE,38.4
10711,John Smith,male,300,FALSE,51.6
10712,Susan Sanderson,female,200,FALSE,15.6
10713,Bree Landy,female,NA,FALSE,1.2
10714,James Cutney,male,200,TRUE,38.4
10715,John Smith,male,300,FALSE,51.6
10716,Susan Sanderson,female,200,FALSE,15.6
10717,Bree Landy,female,NA,FALSE,1.2
10718,James Cutney,male,200,TRUE,38.4
10719,John Smith,male,300,FALSE,51.6
10720,Susan Sanderson,female,200,FALSE,15.6
10721,Bree Landy,female,NA,FALSE,1.2
10722,James Cutney,male,200,TRUE,38.4
10723,John Smith,male,300,FALSE,51.6
10724,Susan Sanderson,female,200,FALSE,15.6
10725,Bree Landy,female,NA,FALSE,1.2
10726,James Cutney,male,200,TRUE,38.4
10727,John Smith,male,300,FALSE,51.6
10728,Susan Sanderson,female,200,FALSE,15.6
10729,Bree Landy,female,NA,FALSE,1.2
10730,James Cutney,male,200,TRUE,38.4
10731,John Smith,male,300,FALSE,51.6
10732,Susan Sanderson,female,200,FALSE,15.6
10733,Bree Landy,female,NA,FALSE,1.2
10734,James Cutney,male,200,TRUE,38.4
10735,John Smith,male,300,FALSE,51.6
10736,Susan Sanderson,female,200,FALSE,15.6
10737,Bree Landy,female,NA,FALSE,1.2
10738,James Cutney,male,200,TRUE,38.4
10739,John Smith,male,300,FALSE,51.6
10740,Susan Sanderson,female,200,FALSE,15.6
10741,Bree Landy,female,NA,FALSE,1.2
10742,James Cutney,male,200,TRUE,38.4
10743,John Smith,male,300,FALSE,51.6
10744,Susan Sanderson,female,200,FALSE,15.6
10745,Bree Landy,female,NA,FALSE,1.2
10746,James Cutney,male,200,TRUE,38.4
10747,John Smith,male,300,FALSE,51.6
10748,Susan Sanderson,female,200,FALSE,15.6
10749,Bree Landy,female,NA,FALSE,1.2
10750,James Cutney,male,200,TRUE,38.4
10751,John Smith,male,300,FALSE,51.6
10752,Susan Sanderson,female,200,FALSE,15.6
10753,Bree Landy,female,NA,FALSE,1.2
10754,James Cutney,male,200,TRUE,38.4
10755,John Smith,male,300,FALSE,51.6
10756,Susan Sanderson,female,200,FALSE,15.6
10757,Bree Landy,female,NA,FALSE,1.2
10758,James Cutney,male,200,TRUE,38.4
10759,John Smith,male,300,FALSE,51.6
10760,Susan Sanderson,female,200,FALSE,15.6
10761,Bree Landy,female,NA,FALSE,1.2
10762,James Cutney,male,200,TRUE,38.4
10763,John Smith,male,300,FALSE,51.6
10764,Susan Sanderson,female,200,FALSE,15.6
10765,Bree Landy,female,NA,FALSE,1.2
10766,James Cutney,male,200,TRUE,38.4
10767,John Smith,male,300,FALSE,51.6
10768,Susan Sanderson,female,200,FALSE,15.6
10769,Bree Landy,female,NA,FALSE,1.2
10770,James Cutney,male,200,TRUE,38.4
10771,John Smith,male,300,FALSE,51.6
10772,Susan Sanderson,female,200,FALSE,15.6
10773,Bree Landy,female,NA,FALSE,1.2
10774,James Cutney,male,200,TRUE,38.4
10775,John Smith,male,300,FALSE,51.6
10776,Susan Sanderson,female,200,FALSE,15.6
10777,Bree Landy,female,NA,FALSE,1.2
10778,James Cutney,male,200,TRUE,38.4
10779,John Smith,male,300,FALSE,51.6
10780,Susan Sanderson,female,200,FALSE,15.6
10781,Bree Landy,female,NA,FALSE,1.2
10782,James Cutney,male,200,TRUE,38.4
10783,John Smith,male,300,FALSE,51.6
10784,Susan Sanderson,female,200,FALSE,15.6
10785,Bree Landy,female,NA,FALSE,1.2
10786,James Cutney,male,200,TRUE,38.4
10787,John Smith,male,300,FALSE,51.6
10788,Susan Sanderson,female,200,FALSE,15.6
10789,Bree Landy,female,NA,FALSE,1.2
10790,James Cutney,male,200,TRUE,38.4
10791,John Smith,male,300,FALSE,51.6
10792,Susan Sanderson,female,200,FALSE,15.6
10793,Bree Landy,female,NA,FALSE,1.2
10794,James Cutney,male,200,TRUE,38.4
10795,John Smith,male,300,FALSE,51.6
10796,Susan Sanderson,female,200,FALSE,15.6
10797,Bree Landy,female,NA,FALSE,1.2
10798,Kelly Smith,female,404,FALSE,24
10799,James Cutney,male,200,TRUE,38.4
10800,John Smith,male,300,FALSE,51.6
10801,Susan Sanderson,female,200,FALSE,15.6
10802,Bree Landy,female,NA,FALSE,1.2
10803,James Cutney,male,200,TRUE,38.4
10804,John Smith,male,300,FALSE,51.6
10805,Susan Sanderson,female,200,FALSE,15.6
10806,Bree Landy,female,NA,FALSE,1.2
10807,James Cutney,male,200,TRUE,38.4
10808,John Smith,male,300,FALSE,51.6
10809,Susan Sanderson,female,200,FALSE,15.6
10810,Bree Landy,female,NA,FALSE,1.2
10811,James Cutney,male,200,TRUE,38.4
10812,John Smith,male,300,FALSE,51.6
10813,Susan Sanderson,female,200,FALSE,15.6
10814,Bree Landy,female,NA,FALSE,1.2
10815,James Cutney,male,200,TRUE,38.4
10816,John Smith,male,300,FALSE,51.6
10817,Susan Sanderson,female,200,FALSE,15.6
10818,Bree Landy,female,NA,FALSE,1.2
10819,James Cutney,male,200,TRUE,38.4
10820,John Smith,male,300,FALSE,51.6
10821,Susan Sanderson,female,200,FALSE,15.6
10822,Bree Landy,female,NA,FALSE,1.2
10823,James Cutney,male,200,TRUE,38.4
10824,John Smith,male,300,FALSE,51.6
10825,Susan Sanderson,female,200,FALSE,15.6
10826,Bree Landy,female,NA,FALSE,1.2
10827,James Cutney,male,200,TRUE,38.4
10828,John Smith,male,300,FALSE,51.6
10829,Susan Sanderson,female,200,FALSE,15.6
10830,Bree Landy,female,NA,FALSE,1.2
10831,Kelly Smith,female,404,FALSE,24
